Offset
+0.00000000e+000	 	 

Scaling Factor
+1.00000000e+000	 	

Start Data: 05.05.2017 14:18:57 630 ms

Time	 CH1	 
+3.54500000e+001 	+5.19940000e+004 	
+3.54600000e+001 	+5.21040000e+004 	
+3.54700000e+001 	+5.22150000e+004 	
+3.54800000e+001 	+5.23240000e+004 	
+3.54900000e+001 	+5.24270000e+004 	
+3.55000000e+001 	+5.25220000e+004 	
+3.55100000e+001 	+5.26090000e+004 	
+3.55200000e+001 	+5.26900000e+004 	
+3.55300000e+001 	+5.27670000e+004 	
+3.55400000e+001 	+5.28400000e+004 	
+3.55500000e+001 	+5.29110000e+004 	
+3.55600000e+001 	+5.29810000e+004 	
+3.55700000e+001 	+5.30540000e+004 	
+3.55800000e+001 	+5.31300000e+004 	
+3.55900000e+001 	+5.32100000e+004 	
+3.56000000e+001 	+5.32950000e+004 	
+3.56100000e+001 	+5.33820000e+004 	
+3.56200000e+001 	+5.34750000e+004 	
+3.56300000e+001 	+5.35710000e+004 	
+3.56400000e+001 	+5.36710000e+004 	
+3.56500000e+001 	+5.37730000e+004 	
+3.56600000e+001 	+5.38800000e+004 	
+3.56700000e+001 	+5.39870000e+004 	
+3.56800000e+001 	+5.40980000e+004 	
+3.56900000e+001 	+5.42090000e+004 	
+3.57000000e+001 	+5.43200000e+004 	
+3.57100000e+001 	+5.44260000e+004 	
+3.57200000e+001 	+5.45250000e+004 	
+3.57300000e+001 	+5.46170000e+004 	
+3.57400000e+001 	+5.47010000e+004 	
+3.57500000e+001 	+5.47780000e+004 	
+3.57600000e+001 	+5.48520000e+004 	
+3.57700000e+001 	+5.49220000e+004 	
+3.57800000e+001 	+5.49910000e+004 	
+3.57900000e+001 	+5.50610000e+004 	
+3.58000000e+001 	+5.51320000e+004 	
+3.58100000e+001 	+5.52090000e+004 	
+3.58200000e+001 	+5.52900000e+004 	
+3.58300000e+001 	+5.53740000e+004 	
+3.58400000e+001 	+5.54630000e+004 	
+3.58500000e+001 	+5.55550000e+004 	
+3.58600000e+001 	+5.56510000e+004 	
+3.58700000e+001 	+5.57510000e+004 	
+3.58800000e+001 	+5.58540000e+004 	
+3.58900000e+001 	+5.59610000e+004 	
+3.59000000e+001 	+5.60680000e+004 	
+3.59100000e+001 	+5.61790000e+004 	
+3.59200000e+001 	+5.62900000e+004 	
+3.59300000e+001 	+5.63990000e+004 	
+3.59400000e+001 	+5.65040000e+004 	
+3.59500000e+001 	+5.66000000e+004 	
+3.59600000e+001 	+5.66890000e+004 	
+3.59700000e+001 	+5.67710000e+004 	
+3.59800000e+001 	+5.68490000e+004 	
+3.59900000e+001 	+5.69210000e+004 	
+3.60000000e+001 	+5.69920000e+004 	
+3.60100000e+001 	+5.70620000e+004 	
+3.60200000e+001 	+5.71330000e+004 	
+3.60300000e+001 	+5.72070000e+004 	
+3.60400000e+001 	+5.72860000e+004 	
+3.60500000e+001 	+5.73690000e+004 	
+3.60600000e+001 	+5.74560000e+004 	
+3.60700000e+001 	+5.75470000e+004 	
+3.60800000e+001 	+5.76410000e+004 	
+3.60900000e+001 	+5.77410000e+004 	
+3.61000000e+001 	+5.78420000e+004 	
+3.61100000e+001 	+5.79470000e+004 	
+3.61200000e+001 	+5.80540000e+004 	
+3.61300000e+001 	+5.81640000e+004 	
+3.61400000e+001 	+5.82760000e+004 	
+3.61500000e+001 	+5.83870000e+004 	
+3.61600000e+001 	+5.84950000e+004 	
+3.61700000e+001 	+5.85970000e+004 	
+3.61800000e+001 	+5.86900000e+004 	
+3.61900000e+001 	+5.87750000e+004 	
+3.62000000e+001 	+5.88540000e+004 	
+3.62100000e+001 	+5.89290000e+004 	
+3.62200000e+001 	+5.89990000e+004 	
+3.62300000e+001 	+5.90690000e+004 	
+3.62400000e+001 	+5.91380000e+004 	
+3.62500000e+001 	+5.92090000e+004 	
+3.62600000e+001 	+5.92840000e+004 	
+3.62700000e+001 	+5.93630000e+004 	
+3.62800000e+001 	+5.94470000e+004 	
+3.62900000e+001 	+5.95340000e+004 	
+3.63000000e+001 	+5.96270000e+004 	
+3.63100000e+001 	+5.97220000e+004 	
+3.63200000e+001 	+5.98210000e+004 	
+3.63300000e+001 	+5.99230000e+004 	
+3.63400000e+001 	+6.00290000e+004 	
+3.63500000e+001 	+6.01360000e+004 	
+3.63600000e+001 	+6.02460000e+004 	
+3.63700000e+001 	+6.03570000e+004 	
+3.63800000e+001 	+6.04670000e+004 	
+3.63900000e+001 	+6.05730000e+004 	
+3.64000000e+001 	+6.06720000e+004 	
+3.64100000e+001 	+6.07630000e+004 	
+3.64200000e+001 	+6.08470000e+004 	
+3.64300000e+001 	+6.09250000e+004 	
+3.64400000e+001 	+6.09990000e+004 	
+3.64500000e+001 	+6.10710000e+004 	
+3.64600000e+001 	+6.11410000e+004 	
+3.64700000e+001 	+6.12120000e+004 	
+3.64800000e+001 	+6.12850000e+004 	
+3.64900000e+001 	+6.13630000e+004 	
+3.65000000e+001 	+6.14450000e+004 	
+3.65100000e+001 	+6.15310000e+004 	
+3.65200000e+001 	+6.16210000e+004 	
+3.65300000e+001 	+6.17150000e+004 	
+3.65400000e+001 	+6.18130000e+004 	
+3.65500000e+001 	+6.19120000e+004 	
+3.65600000e+001 	+6.20170000e+004 	
+3.65700000e+001 	+6.21240000e+004 	
+3.65800000e+001 	+6.22330000e+004 	
+3.65900000e+001 	+6.23430000e+004 	
+3.66000000e+001 	+6.24540000e+004 	
+3.66100000e+001 	+6.25640000e+004 	
+3.66200000e+001 	+6.26660000e+004 	
+3.66300000e+001 	+6.27610000e+004 	
+3.66400000e+001 	+6.28470000e+004 	
+3.66500000e+001 	+6.29280000e+004 	
+3.66600000e+001 	+6.30040000e+004 	
+3.66700000e+001 	+6.30750000e+004 	
+3.66800000e+001 	+6.31450000e+004 	
+3.66900000e+001 	+6.32130000e+004 	
+3.67000000e+001 	+6.32840000e+004 	
+3.67100000e+001 	+6.33560000e+004 	
+3.67200000e+001 	+6.34340000e+004 	
+3.67300000e+001 	+6.35170000e+004 	
+3.67400000e+001 	+6.36020000e+004 	
+3.67500000e+001 	+6.36930000e+004 	
+3.67600000e+001 	+6.37870000e+004 	
+3.67700000e+001 	+6.38860000e+004 	
+3.67800000e+001 	+6.39870000e+004 	
+3.67900000e+001 	+6.40910000e+004 	
+3.68000000e+001 	+6.41980000e+004 	
+3.68100000e+001 	+6.43080000e+004 	
+3.68200000e+001 	+6.44190000e+004 	
+3.68300000e+001 	+6.45300000e+004 	
+3.68400000e+001 	+6.46370000e+004 	
+3.68500000e+001 	+6.47380000e+004 	
+3.68600000e+001 	+6.48310000e+004 	
+3.68700000e+001 	+6.49180000e+004 	
+3.68800000e+001 	+6.49970000e+004 	
+3.68900000e+001 	+6.50730000e+004 	
+3.69000000e+001 	+6.51440000e+004 	
+3.69100000e+001 	+6.52140000e+004 	
+3.69200000e+001 	+6.52850000e+004 	
+3.69300000e+001 	+6.53570000e+004 	
+3.69400000e+001 	+6.54340000e+004 	
+3.69500000e+001 	+6.55150000e+004 	
+3.69600000e+001 	+6.30000000e+001 	
+3.69700000e+001 	+1.53000000e+002 	
+3.69800000e+001 	+2.45000000e+002 	
+3.69900000e+001 	+3.42000000e+002 	
+3.70000000e+001 	+4.42000000e+002 	
+3.70100000e+001 	+5.45000000e+002 	
+3.70200000e+001 	+6.53000000e+002 	
+3.70300000e+001 	+7.60000000e+002 	
+3.70400000e+001 	+8.71000000e+002 	
+3.70500000e+001 	+9.82000000e+002 	
+3.70600000e+001 	+1.09100000e+003 	
+3.70700000e+001 	+1.19600000e+003 	
+3.70800000e+001 	+1.29300000e+003 	
+3.70900000e+001 	+1.38200000e+003 	
+3.71000000e+001 	+1.46400000e+003 	
+3.71100000e+001 	+1.54000000e+003 	
+3.71200000e+001 	+1.61300000e+003 	
+3.71300000e+001 	+1.68200000e+003 	
+3.71400000e+001 	+1.75000000e+003 	
+3.71500000e+001 	+1.81900000e+003 	
+3.71600000e+001 	+1.89000000e+003 	
+3.71700000e+001 	+1.96600000e+003 	
+3.71800000e+001 	+2.04700000e+003 	
+3.71900000e+001 	+2.13100000e+003 	
+3.72000000e+001 	+2.21900000e+003 	
+3.72100000e+001 	+2.31100000e+003 	
+3.72200000e+001 	+2.40700000e+003 	
+3.72300000e+001 	+2.50500000e+003 	
+3.72400000e+001 	+2.60800000e+003 	
+3.72500000e+001 	+2.71400000e+003 	
+3.72600000e+001 	+2.82100000e+003 	
+3.72700000e+001 	+2.93100000e+003 	
+3.72800000e+001 	+3.04100000e+003 	
+3.72900000e+001 	+3.15000000e+003 	
+3.73000000e+001 	+3.25300000e+003 	
+3.73100000e+001 	+3.34900000e+003 	
+3.73200000e+001 	+3.43700000e+003 	
+3.73300000e+001 	+3.51800000e+003 	
+3.73400000e+001 	+3.59500000e+003 	
+3.73500000e+001 	+3.66700000e+003 	
+3.73600000e+001 	+3.73800000e+003 	
+3.73700000e+001 	+3.80700000e+003 	
+3.73800000e+001 	+3.87700000e+003 	
+3.73900000e+001 	+3.95000000e+003 	
+3.74000000e+001 	+4.02800000e+003 	
+3.74100000e+001 	+4.11000000e+003 	
+3.74200000e+001 	+4.19600000e+003 	
+3.74300000e+001 	+4.28600000e+003 	
+3.74400000e+001 	+4.38000000e+003 	
+3.74500000e+001 	+4.47900000e+003 	
+3.74600000e+001 	+4.58000000e+003 	
+3.74700000e+001 	+4.68400000e+003 	
+3.74800000e+001 	+4.79100000e+003 	
+3.74900000e+001 	+4.90100000e+003 	
+3.75000000e+001 	+5.01200000e+003 	
+3.75100000e+001 	+5.12300000e+003 	
+3.75200000e+001 	+5.23200000e+003 	
+3.75300000e+001 	+5.33400000e+003 	
+3.75400000e+001 	+5.42900000e+003 	
+3.75500000e+001 	+5.51500000e+003 	
+3.75600000e+001 	+5.59500000e+003 	
+3.75700000e+001 	+5.67000000e+003 	
+3.75800000e+001 	+5.74200000e+003 	
+3.75900000e+001 	+5.81200000e+003 	
+3.76000000e+001 	+5.88100000e+003 	
+3.76100000e+001 	+5.95200000e+003 	
+3.76200000e+001 	+6.02600000e+003 	
+3.76300000e+001 	+6.10500000e+003 	
+3.76400000e+001 	+6.18800000e+003 	
+3.76500000e+001 	+6.27400000e+003 	
+3.76600000e+001 	+6.36500000e+003 	
+3.76700000e+001 	+6.46000000e+003 	
+3.76800000e+001 	+6.55900000e+003 	
+3.76900000e+001 	+6.66000000e+003 	
+3.77000000e+001 	+6.76600000e+003 	
+3.77100000e+001 	+6.87200000e+003 	
+3.77200000e+001 	+6.98100000e+003 	
+3.77300000e+001 	+7.09200000e+003 	
+3.77400000e+001 	+7.20200000e+003 	
+3.77500000e+001 	+7.30800000e+003 	
+3.77600000e+001 	+7.40700000e+003 	
+3.77700000e+001 	+7.49900000e+003 	
+3.77800000e+001 	+7.58300000e+003 	
+3.77900000e+001 	+7.66000000e+003 	
+3.78000000e+001 	+7.73400000e+003 	
+3.78100000e+001 	+7.80400000e+003 	
+3.78200000e+001 	+7.87300000e+003 	
+3.78300000e+001 	+7.94200000e+003 	
+3.78400000e+001 	+8.01300000e+003 	
+3.78500000e+001 	+8.08800000e+003 	
+3.78600000e+001 	+8.16800000e+003 	
+3.78700000e+001 	+8.25200000e+003 	
+3.78800000e+001 	+8.33900000e+003 	
+3.78900000e+001 	+8.43100000e+003 	
+3.79000000e+001 	+8.52600000e+003 	
+3.79100000e+001 	+8.62500000e+003 	
+3.79200000e+001 	+8.72700000e+003 	
+3.79300000e+001 	+8.83400000e+003 	
+3.79400000e+001 	+8.94100000e+003 	
+3.79500000e+001 	+9.05100000e+003 	
+3.79600000e+001 	+9.16200000e+003 	
+3.79700000e+001 	+9.27100000e+003 	
+3.79800000e+001 	+9.37700000e+003 	
+3.79900000e+001 	+9.47400000e+003 	
+3.80000000e+001 	+9.56400000e+003 	
+3.80100000e+001 	+9.64700000e+003 	
+3.80200000e+001 	+9.72300000e+003 	
+3.80300000e+001 	+9.79600000e+003 	
+3.80400000e+001 	+9.86600000e+003 	
+3.80500000e+001 	+9.93400000e+003 	
+3.80600000e+001 	+1.00030000e+004 	
+3.80700000e+001 	+1.00730000e+004 	
+3.80800000e+001 	+1.01490000e+004 	
+3.80900000e+001 	+1.02290000e+004 	
+3.81000000e+001 	+1.03130000e+004 	
+3.81100000e+001 	+1.04000000e+004 	
+3.81200000e+001 	+1.04920000e+004 	
+3.81300000e+001 	+1.05880000e+004 	
+3.81400000e+001 	+1.06860000e+004 	
+3.81500000e+001 	+1.07890000e+004 	
+3.81600000e+001 	+1.08960000e+004 	
+3.81700000e+001 	+1.10030000e+004 	
+3.81800000e+001 	+1.11140000e+004 	
+3.81900000e+001 	+1.12240000e+004 	
+3.82000000e+001 	+1.13330000e+004 	
+3.82100000e+001 	+1.14380000e+004 	
+3.82200000e+001 	+1.15350000e+004 	
+3.82300000e+001 	+1.16240000e+004 	
+3.82400000e+001 	+1.17060000e+004 	
+3.82500000e+001 	+1.17820000e+004 	
+3.82600000e+001 	+1.18550000e+004 	
+3.82700000e+001 	+1.19250000e+004 	
+3.82800000e+001 	+1.19940000e+004 	
+3.82900000e+001 	+1.20640000e+004 	
+3.83000000e+001 	+1.21360000e+004 	
+3.83100000e+001 	+1.22140000e+004 	
+3.83200000e+001 	+1.22950000e+004 	
+3.83300000e+001 	+1.23800000e+004 	
+3.83400000e+001 	+1.24690000e+004 	
+3.83500000e+001 	+1.25620000e+004 	
+3.83600000e+001 	+1.26590000e+004 	
+3.83700000e+001 	+1.27590000e+004 	
+3.83800000e+001 	+1.28620000e+004 	
+3.83900000e+001 	+1.29690000e+004 	
+3.84000000e+001 	+1.30780000e+004 	
+3.84100000e+001 	+1.31870000e+004 	
+3.84200000e+001 	+1.32990000e+004 	
+3.84300000e+001 	+1.34070000e+004 	
+3.84400000e+001 	+1.35100000e+004 	
+3.84500000e+001 	+1.36050000e+004 	
+3.84600000e+001 	+1.36920000e+004 	
+3.84700000e+001 	+1.37720000e+004 	
+3.84800000e+001 	+1.38480000e+004 	
+3.84900000e+001 	+1.39190000e+004 	
+3.85000000e+001 	+1.39880000e+004 	
+3.85100000e+001 	+1.40570000e+004 	
+3.85200000e+001 	+1.41270000e+004 	
+3.85300000e+001 	+1.41990000e+004 	
+3.85400000e+001 	+1.42760000e+004 	
+3.85500000e+001 	+1.43580000e+004 	
+3.85600000e+001 	+1.44430000e+004 	
+3.85700000e+001 	+1.45330000e+004 	
+3.85800000e+001 	+1.46260000e+004 	
+3.85900000e+001 	+1.47250000e+004 	
+3.86000000e+001 	+1.48250000e+004 	
+3.86100000e+001 	+1.49290000e+004 	
+3.86200000e+001 	+1.50350000e+004 	
+3.86300000e+001 	+1.51440000e+004 	
+3.86400000e+001 	+1.52540000e+004 	
+3.86500000e+001 	+1.53650000e+004 	
+3.86600000e+001 	+1.54730000e+004 	
+3.86700000e+001 	+1.55750000e+004 	
+3.86800000e+001 	+1.56680000e+004 	
+3.86900000e+001 	+1.57540000e+004 	
+3.87000000e+001 	+1.58340000e+004 	
+3.87100000e+001 	+1.59090000e+004 	
+3.87200000e+001 	+1.59810000e+004 	
+3.87300000e+001 	+1.60510000e+004 	
+3.87400000e+001 	+1.61200000e+004 	
+3.87500000e+001 	+1.61920000e+004 	
+3.87600000e+001 	+1.62670000e+004 	
+3.87700000e+001 	+1.63470000e+004 	
+3.87800000e+001 	+1.64320000e+004 	
+3.87900000e+001 	+1.65190000e+004 	
+3.88000000e+001 	+1.66110000e+004 	
+3.88100000e+001 	+1.67070000e+004 	
+3.88200000e+001 	+1.68070000e+004 	
+3.88300000e+001 	+1.69090000e+004 	
+3.88400000e+001 	+1.70160000e+004 	
+3.88500000e+001 	+1.71220000e+004 	
+3.88600000e+001 	+1.72330000e+004 	
+3.88700000e+001 	+1.73430000e+004 	
+3.88800000e+001 	+1.74540000e+004 	
+3.88900000e+001 	+1.75600000e+004 	
+3.89000000e+001 	+1.76590000e+004 	
+3.89100000e+001 	+1.77500000e+004 	
+3.89200000e+001 	+1.78340000e+004 	
+3.89300000e+001 	+1.79110000e+004 	
+3.89400000e+001 	+1.79850000e+004 	
+3.89500000e+001 	+1.80550000e+004 	
+3.89600000e+001 	+1.81240000e+004 	
+3.89700000e+001 	+1.81940000e+004 	
+3.89800000e+001 	+1.82650000e+004 	
+3.89900000e+001 	+1.83410000e+004 	
+3.90000000e+001 	+1.84220000e+004 	
+3.90100000e+001 	+1.85060000e+004 	
+3.90200000e+001 	+1.85940000e+004 	
+3.90300000e+001 	+1.86860000e+004 	
+3.90400000e+001 	+1.87830000e+004 	
+3.90500000e+001 	+1.88820000e+004 	
+3.90600000e+001 	+1.89850000e+004 	
+3.90700000e+001 	+1.90920000e+004 	
+3.90800000e+001 	+1.91990000e+004 	
+3.90900000e+001 	+1.93100000e+004 	
+3.91000000e+001 	+1.94210000e+004 	
+3.91100000e+001 	+1.95290000e+004 	
+3.91200000e+001 	+1.96340000e+004 	
+3.91300000e+001 	+1.97310000e+004 	
+3.91400000e+001 	+1.98200000e+004 	
+3.91500000e+001 	+1.99020000e+004 	
+3.91600000e+001 	+1.99800000e+004 	
+3.91700000e+001 	+2.00540000e+004 	
+3.91800000e+001 	+2.01260000e+004 	
+3.91900000e+001 	+2.01960000e+004 	
+3.92000000e+001 	+2.02680000e+004 	
+3.92100000e+001 	+2.03430000e+004 	
+3.92200000e+001 	+2.04230000e+004 	
+3.92300000e+001 	+2.05080000e+004 	
+3.92400000e+001 	+2.05950000e+004 	
+3.92500000e+001 	+2.06870000e+004 	
+3.92600000e+001 	+2.07830000e+004 	
+3.92700000e+001 	+2.08830000e+004 	
+3.92800000e+001 	+2.09850000e+004 	
+3.92900000e+001 	+2.10920000e+004 	
+3.93000000e+001 	+2.11990000e+004 	
+3.93100000e+001 	+2.13100000e+004 	
+3.93200000e+001 	+2.14220000e+004 	
+3.93300000e+001 	+2.15330000e+004 	
+3.93400000e+001 	+2.16420000e+004 	
+3.93500000e+001 	+2.17420000e+004 	
+3.93600000e+001 	+2.18350000e+004 	
+3.93700000e+001 	+2.19200000e+004 	
+3.93800000e+001 	+2.19990000e+004 	
+3.93900000e+001 	+2.20740000e+004 	
+3.94000000e+001 	+2.21450000e+004 	
+3.94100000e+001 	+2.22160000e+004 	
+3.94200000e+001 	+2.22860000e+004 	
+3.94300000e+001 	+2.23570000e+004 	
+3.94400000e+001 	+2.24340000e+004 	
+3.94500000e+001 	+2.25150000e+004 	
+3.94600000e+001 	+2.26000000e+004 	
+3.94700000e+001 	+2.26890000e+004 	
+3.94800000e+001 	+2.27810000e+004 	
+3.94900000e+001 	+2.28770000e+004 	
